id,claim,category,abstract,title,gold_evidence,label,cited_doc_ids,evidence,verification_result,reason,matched
790,Microglia are an innate immune cell type of the peripheral nervous system.,cellular,"Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CNS). Rather than simply reacting to CNS injury, infection, or pathology, emerging lines of evidence indicate that microglia sculpt the structure of the CNS, refine neuronal circuitry and network connectivity, and contribute to plasticity. These physiological functions of microglia in the normal CNS begin during development and persist into maturity. Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.",Sublime Microglia: Expanding Roles for the Guardians of the CNS,"['These physiological functions of microglia in the normal CNS begin during development and persist into maturity.', 'Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS.']",Refuted,[15493354],"{'15493354': [{'sentences': [2], 'label': 'CONTRADICT'}, {'sentences': [3], 'label': 'CONTRADICT'}]}",Refuted,"The simulation output indicates that microglia are located in the central nervous system (CNS), not the peripheral nervous system.",True
791,Migraine with aura is associated with ischemic stroke.,biology,"OBJECTIVE To evaluate the association between migraine and cardiovascular disease, including stroke, myocardial infarction, and death due to cardiovascular disease.   
 DESIGN Systematic review and meta-analysis.   
 DATA SOURCES Electronic databases (PubMed, Embase, Cochrane Library) and reference lists of included studies and reviews published until January 2009. Selection criteria Case-control and cohort studies investigating the association between any migraine or specific migraine subtypes and cardiovascular disease. Review methods Two investigators independently assessed eligibility of identified studies in a two step approach. Disagreements were resolved by consensus. Studies were grouped according to a priori categories on migraine and cardiovascular disease.   
 DATA EXTRACTION Two investigators extracted data. Pooled relative risks and 95% confidence intervals were calculated.   
 RESULTS Studies were heterogeneous for participant characteristics and definition of cardiovascular disease. Nine studies investigated the association between any migraine and ischaemic stroke (pooled relative risk 1.73, 95% confidence interval 1.31 to 2.29). Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02). Furthermore, results suggested a greater risk among women (2.08, 1.13 to 3.84) compared with men (1.37, 0.89 to 2.11). Age less than 45 years, smoking, and oral contraceptive use further increased the risk. Eight studies investigated the association between migraine and myocardial infarction (1.12, 0.95 to 1.32) and five between migraine and death due to cardiovascular disease (1.03, 0.79 to 1.34). Only one study investigated the association between women who had migraine with aura and myocardial infarction and death due to cardiovascular disease, showing a twofold increased risk.   
 CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura. Our results also suggest a higher risk among women and risk was further magnified for people with migraine who were aged less than 45, smokers, and women who used oral contraceptives. We did not find an overall association between any migraine and myocardial infarction or death due to cardiovascular disease. Too few studies are available to reliably evaluate the impact of modifying factors, such as migraine aura, on these associations.",Migraine and cardiovascular disease: systematic review and meta-analysis.,"['Additional analyses indicated a significantly higher risk among people who had migraine with aura (2.16, 1.53 to 3.03) compared with people who had migraine without aura (1.23, 0.90 to 1.69; meta-regression for aura status P=0.02).', 'CONCLUSION Migraine is associated with a twofold increased risk of ischaemic stroke, which is only apparent among people who have migraine with aura.']",Supported,[15984735],"{'15984735': [{'sentences': [11], 'label': 'SUPPORT'}, {'sentences': [16], 'label': 'SUPPORT'}]}",Refuted,"The simulation output indicates that a migraine with aura has a risk factor of 0 for ischemic stroke, suggesting no association.",False
792,Misunderstandings between doctors and patients can lead to non-adherence.,biology,"OBJECTIVES To identify and describe misunderstandings between patients and doctors associated with prescribing decisions in general practice.   
 DESIGN Qualitative study.   
 SETTING 20 general practices in the West Midlands and south east England.   
 PARTICIPANTS 20 general practitioners and 35 consulting patients.   
 MAIN OUTCOME MEASURES Misunderstandings between patients and doctors that have potential or actual adverse consequences for taking medicine.   
 RESULTS 14 categories of misunderstanding were identified relating to patient information unknown to the doctor, doctor information unknown to the patient, conflicting information, disagreement about attribution of side effects, failure of communication about doctor's decision, and relationship factors. All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions. They were all associated with potential or actual adverse outcomes such as non-adherence to treatment. Many were based on inaccurate guesses and assumptions. In particular doctors seemed unaware of the relevance of patients' ideas about medicines for successful prescribing.   
 CONCLUSIONS Patients' participation in the consultation and the adverse consequences of lack of participation are important. The authors are developing an educational intervention that builds on these findings.",Misunderstandings in prescribing decisions in general practice: qualitative study.,"[""All the misunderstandings were associated with lack of patients' participation in the consultation in terms of the voicing of expectations and preferences or the voicing of responses to doctors' decisions and actions."", 'They were all associated with potential or actual adverse outcomes such as non-adherence to treatment.']",Supported,[3610080],"{'3610080': [{'sentences': [6, 7], 'label': 'SUPPORT'}]}",Refuted,The simulation output indicates that there is no evidence of misunderstandings leading to non-adherence.,False
795,Mitochondria play a major role in apoptosis.,biology,"Mitochondria are the primary energy-generating system in most eukaryotic cells. Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis. Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues. However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms. Clearly, much about the basic biology of mitochondria remains to be understood. Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.","Mitochondria: Dynamic Organelles in Disease, Aging, and Development","['Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.']",Supported,[8551160],"{'8551160': [{'sentences': [1], 'label': 'SUPPORT'}]}",Supported,The simulation output explicitly states that mitochondria play a major role in apoptosis.,True
797,Mitochondria play a major role in energy production.,biology,"Mitochondria are the primary energy-generating system in most eukaryotic cells. Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis. Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues. However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms. Clearly, much about the basic biology of mitochondria remains to be understood. Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.","Mitochondria: Dynamic Organelles in Disease, Aging, and Development",['Mitochondria are the primary energy-generating system in most eukaryotic cells.'],Supported,[8551160],"{'8551160': [{'sentences': [0], 'label': 'SUPPORT'}]}",None,"The simulation output indicates a simulation error, which prevents any verification of the claim.",False
798,Mitochondria play a trivial role in calcium homeostasis.,biology,"Mitochondria are the primary energy-generating system in most eukaryotic cells. Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis. Given these well-established functions, it might be expected that mitochondrial dysfunction would give rise to a simple and predictable set of defects in all tissues. However, mitochondrial dysfunction has pleiotropic effects in multicellular organisms. Clearly, much about the basic biology of mitochondria remains to be understood. Here we discuss recent work that suggests that the dynamics (fusion and fission) of these organelles is important in development and disease.","Mitochondria: Dynamic Organelles in Disease, Aging, and Development","['Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis.']",Refuted,[8551160],"{'8551160': [{'sentences': [1], 'label': 'CONTRADICT'}]}",Refuted,"The simulation output indicates that mitochondria play a significant role in calcium homeostasis, directly contradicting the claim.",True
801,Monoclonal antibody targeting of N-cadherin encourages castration resistance.,biology,"The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology. Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC. Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis. Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro. In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression. N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion. These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance. Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.","Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","['N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.']",Refuted,[22180793],"{'22180793': [{'sentences': [5], 'label': 'CONTRADICT'}]}",Refuted,"The simulation output indicates that monoclonal antibody targeting did not prevent castration resistance, which directly contradicts the claim.",True
802,Monoclonal antibody targeting of N-cadherin encourages metastasis.,biology,"The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology. Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC. Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis. Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro. In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression. N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion. These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance. Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.","Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","['In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression.', 'Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.']",Refuted,[22180793],"{'22180793': [{'sentences': [4], 'label': 'CONTRADICT'}, {'sentences': [7], 'label': 'CONTRADICT'}]}",Refuted,"The simulation shows that after applying the N-cadherin monoclonal antibody, the N-cadherin expression level decreased from 7 to 4, while the metastasis level remained at 0, indicating that the antibody does not encourage metastasis.",True
803,Monoclonal antibody targeting of N-cadherin inhibits castration resistance.,biology,"The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology. Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC. Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis. Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro. In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression. N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion. These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance. Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.","Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","['N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion.']",Supported,[22180793],"{'22180793': [{'sentences': [5], 'label': 'SUPPORT'}]}",Refuted,"The simulation shows that after applying the N-cadherin antibody, the prostate cancer cell with a lower N-cadherin expression level exhibits castration resistance, indicating that the antibody does not inhibit castration resistance.",False
804,Monoclonal antibody targeting of N-cadherin inhibits growth.,biology,"The transition from androgen-dependent to castration-resistant prostate cancer (CRPC) is a lethal event of uncertain molecular etiology. Comparing gene expression in isogenic androgen-dependent and CRPC xenografts, we found a reproducible increase in N-cadherin expression, which was also elevated in primary and metastatic tumors of individuals with CRPC. Ectopic expression of N-cadherin in nonmetastatic, androgen-dependent prostate cancer models caused castration resistance, invasion and metastasis. Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro. In vivo, these antibodies slowed the growth of multiple established CRPC xenografts, blocked local invasion and metastasis and, at higher doses, led to complete regression. N-cadherin–specific antibodies markedly delayed the time to emergence of castration resistance, markedly affected tumor histology and angiogenesis, and reduced both AKT serine-threonine kinase activity and serum interleukin-8 (IL-8) secretion. These data indicate that N-cadherin is a major cause of both prostate cancer metastasis and castration resistance. Therapeutic targeting of this factor with monoclonal antibodies may have considerable clinical benefit.","Monoclonal antibody targeting of N-cadherin inhibits prostate cancer growth, metastasis and castration resistance","['Monoclonal antibodies against the ectodomain of N-cadherin reduced proliferation, adhesion and invasion of prostate cancer cells in vitro.']",Supported,[22180793],"{'22180793': [{'sentences': [3], 'label': 'SUPPORT'}]}",Refuted,"The simulation output does not provide any evidence of growth inhibition after applying the monoclonal antibody, and there is a simulation error indicating that the action could not be completed.",False
807,Most termination events in Okazaki fragments are dictated by initiation patterns.,biology,"Many fundamental aspects of DNA replication, such as the exact locations where DNA synthesis is initiated and terminated, how frequently origins are used, and how fork progression is influenced by transcription, are poorly understood. Via the deep sequencing of Okazaki fragments, we comprehensively document replication fork directionality throughout the S. cerevisiae genome, which permits the systematic analysis of initiation, origin efficiency, fork progression, and termination. We show that leading-strand initiation preferentially occurs within a nucleosome-free region at replication origins. Using a strain in which late origins can be induced to fire early, we show that replication termination is a largely passive phenomenon that does not rely on cis-acting sequences or replication fork pausing. The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.","Quantitative, genome-wide analysis of eukaryotic replication initiation and termination.","['The replication profile is predominantly determined by the kinetics of origin firing, allowing us to reconstruct chromosome-wide timing profiles from an asynchronous culture.']",Supported,[36606083],"{'36606083': [{'sentences': [4], 'label': 'SUPPORT'}]}",None,"The simulation output indicates a simulation error, which prevents any verification of the claim.",False
810,"Mouse models can be generated using ""artificial spermatids.""",biology,"Haploid cells are amenable for genetic analysis. Recent success in the derivation of mouse haploid embryonic stem cells (haESCs) via parthenogenesis has enabled genetic screening in mammalian cells. However, successful generation of live animals from these haESCs, which is needed to extend the genetic analysis to the organism level, has not been achieved. Here, we report the derivation of haESCs from androgenetic blastocysts. These cells, designated as AG-haESCs, partially maintain paternal imprints, express classical ESC pluripotency markers, and contribute to various tissues, including the germline, upon injection into diploid blastocysts. Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults. Furthermore, gene targeting via homologous recombination is feasible in the AG-haESCs. Our results demonstrate that AG-haESCs can be used as a genetically tractable fertilization agent for the production of live animals via injection into oocytes.",Generation of Genetically Modified Mice by Oocyte Injection of Androgenetic Haploid Embryonic Stem Cells,"['Strikingly, live mice can be obtained upon injection of AG-haESCs into MII oocytes, and these mice bear haESC-carried genetic traits and develop into fertile adults.']",Supported,[13513790],"{'13513790': [{'sentences': [5], 'label': 'SUPPORT'}]}",Refuted,"The simulation output indicates that live mice can be generated using AG-haESCs, but does not provide any evidence or support for the generation of mouse models using 'artificial spermatids.'",False
812,Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,biology,"The only proven requirement for ascorbic acid (vitamin C) is in preventing scurvy, presumably because it is a cofactor for hydroxylases required for post-translational modifications that stabilize collagen. We have created mice deficient in the mouse ortholog (solute carrier family 23 member 1 or Slc23a1) of a rat ascorbic-acid transporter, Svct2 (ref. 4). Cultured embryonic fibroblasts from homozygous Slc23a1−/− mice had less than 5% of normal ascorbic-acid uptake. Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice. Prenatal supplementation of pregnant females did not elevate blood ascorbic acid in Slc23a1−/− fetuses, suggesting Slc23a1 is important in placental ascorbic-acid transport. Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage. Lungs showed no postnatal expansion but had normal surfactant protein B levels. Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content. We conclude that Slc23a1 is required for transport of ascorbic acid into many tissues and across the placenta. Deficiency of the transporter is lethal in newborn mice, thereby revealing a previously unrecognized requirement for ascorbic acid in the perinatal period.",Ascorbic-acid transporter Slc23a1 is essential for vitamin C transport into the brain and for perinatal survival,"['Ascorbic-acid levels were undetectable or markedly reduced in the blood and tissues of Slc23a1−/− mice.', 'Slc23a1−/− mice died within a few minutes of birth with respiratory failure and intraparenchymal brain hemorrhage.', 'Brain hemorrhage was unlikely to be simply a form of scurvy since Slc23a1−/− mice showed no hemorrhage in any other tissues and their skin had normal skin 4-hydroxyproline levels despite low ascorbic-acid content.']",Supported,[19799455],"{'19799455': [{'sentences': [4, 6], 'label': 'SUPPORT'}, {'sentences': [8], 'label': 'SUPPORT'}]}",Supported,The simulation output confirms that mutant mice lacking SVCT2 have severely reduced ascorbic acid levels.,True
815,Mutations in RIM1 decrease levels of IME1 RNA.,directional,"In the yeast Saccharomyces cerevisiae, genetic studies suggest that the RIM1 gene encodes a positive regulator of meiosis. rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. We report the sequence of RIM1 and functional analysis of its coding region. The RIM1 gene product (RIM1) contains three regions similar to C2H2 zinc fingers. Serine substitutions for cysteine in each of the putative zinc fingers abolish RIM1 function. The carboxyl-terminus of RIM1 is enriched in acidic amino acids and is required for full RIM1 activity. RIM1 also contains two putative cAMP-dependent protein kinase (cAPK) phosphorylation sites. At one site, substitution of alanine for serine does not affect RIM1 activity; at the other site, this substitution impairs activity. This analysis of RIM1 suggests that the protein may function as a transcriptional activator. We have used the cloned RIM1 gene to create a complete rim1 deletion. This null allele, like previously isolated rim1 mutations, causes a partial meiotic defect. In addition to RIM1, maximum IME1 expression requires the MCK1 and IME4 gene products. Defects associated with rim1, mck1, and ime4 mutations in expression of a meiotic reporter gene (ime2-lacZ) and in sporulation are additive. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.",Molecular characterization of the yeast meiotic regulatory gene RIM1.,"['rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.', 'These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.']",Supported,[8148304],"{'8148304': [{'sentences': [1], 'label': 'SUPPORT'}, {'sentences': [13], 'label': 'SUPPORT'}]}",Refuted,"The simulation output shows that RIM1 with mutation level 3 has an IME1 expression level of 100, indicating that mutations in RIM1 do not decrease levels of IME1 RNA.",False
816,Mutations in RIM1 raise levels of IME1 RNA.,biology,"In the yeast Saccharomyces cerevisiae, genetic studies suggest that the RIM1 gene encodes a positive regulator of meiosis. rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation. We report the sequence of RIM1 and functional analysis of its coding region. The RIM1 gene product (RIM1) contains three regions similar to C2H2 zinc fingers. Serine substitutions for cysteine in each of the putative zinc fingers abolish RIM1 function. The carboxyl-terminus of RIM1 is enriched in acidic amino acids and is required for full RIM1 activity. RIM1 also contains two putative cAMP-dependent protein kinase (cAPK) phosphorylation sites. At one site, substitution of alanine for serine does not affect RIM1 activity; at the other site, this substitution impairs activity. This analysis of RIM1 suggests that the protein may function as a transcriptional activator. We have used the cloned RIM1 gene to create a complete rim1 deletion. This null allele, like previously isolated rim1 mutations, causes a partial meiotic defect. In addition to RIM1, maximum IME1 expression requires the MCK1 and IME4 gene products. Defects associated with rim1, mck1, and ime4 mutations in expression of a meiotic reporter gene (ime2-lacZ) and in sporulation are additive. These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.",Molecular characterization of the yeast meiotic regulatory gene RIM1.,"['rim1 mutations cause reduced expression of IME1, which is required for expression of many meiotic genes, and thus lead to a partial defect in meiosis and spore formation.', 'These findings suggest that RIM1 acts independently of MCK1 and IME4 to stimulate IME1 expression.']",Refuted,[8148304],"{'8148304': [{'sentences': [1], 'label': 'CONTRADICT'}, {'sentences': [13], 'label': 'CONTRADICT'}]}",Refuted,"The simulation output indicates that mutations in RIM1 actually reduce levels of IME1 RNA, with normal RIM1 showing higher expression levels (120) compared to mutated RIM1 (80).",True
818,Myelin sheaths play a role in action potential propagation.,biology,"We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling. This method, based on spectral confocal reflectance microscopy (SCoRe), uses a conventional laser-scanning confocal system to generate images by merging the simultaneously reflected signals from multiple lasers of different wavelengths. Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas. These patterns highlight nodes of Ranvier and Schmidt-Lanterman incisures and can be used to detect various myelin pathologies. Using SCoRe we carried out chronic brain imaging up to 400 μm deep, capturing de novo myelination of mouse cortical axons in vivo. We also established the feasibility of imaging myelinated axons in the human cerebral cortex. SCoRe adds a powerful component to the evolving toolbox for imaging myelination in living animals and potentially in humans.",Label-free in vivo imaging of myelinated axons in health and disease with spectral confocal reflectance microscopy,"['We report a newly developed technique for high-resolution in vivo imaging of myelinated axons in the brain, spinal cord and peripheral nerve that requires no fluorescent labeling.', 'Striking color patterns unique to individual myelinated fibers are generated that facilitate their tracing in dense axonal areas.']",Supported,[17814815],"{'17814815': [{'sentences': [0], 'label': 'SUPPORT'}, {'sentences': [2], 'label': 'SUPPORT'}]}",Refuted,"The simulation output indicates that the myelinated axon has an action potential propagation status of False, suggesting that myelin sheaths do not facilitate action potential propagation in this instance.",False
822,N348I mutations cause resistance to nevirapine.,biology,"Background The catalytically active 66-kDa subunit of the human immunodeficiency virus type 1 (HIV-1) reverse transcriptase (RT) consists of DNA polymerase, connection, and ribonuclease H (RNase H) domains. Almost all known RT inhibitor resistance mutations identified to date map to the polymerase domain of the enzyme. However, the connection and RNase H domains are not routinely analysed in clinical samples and none of the genotyping assays available for patient management sequence the entire RT coding region. The British Columbia Centre for Excellence in HIV/AIDS (the Centre) genotypes clinical isolates up to codon 400 in RT, and our retrospective statistical analyses of the Centre’s database have identified an N348I mutation in the RT connection domain in treatment-experienced individuals. The objective of this multidisciplinary study was to establish the in vivo relevance of this mutation and its role in drug resistance. Methods and Findings The prevalence of N348I in clinical isolates, the time taken for it to emerge under selective drug pressure, and its association with changes in viral load, specific drug treatment, and known drug resistance mutations was analysed from genotypes, viral loads, and treatment histories from the Centre’s database. N348I increased in prevalence from below 1% in 368 treatmentnao ¨ve individuals to 12.1% in 1,009 treatment-experienced patients (p ¼ 7.7 3 10 � 12 ). N348I appeared early in therapy and was highly associated with thymidine analogue mutations (TAMs) M41L and T215Y/F (p , 0.001), the lamivudine resistance mutations M184V/I (p , 0.001), and non-nucleoside RTI (NNRTI) resistance mutations K103N and Y181C/I (p , 0.001). The association with TAMs and NNRTI resistance mutations was consistent with the selection of N348I in patients treated with regimens that included both zidovudine and nevirapine (odds ratio 2.62, 95% confidence interval 1.43–4.81). The appearance of N348I was associated with a significant increase in viral load (p , 0.001), which was as large as the viral load increases observed for any of the TAMs. However, this analysis did not account for the simultaneous selection of other RT or protease inhibitor resistance mutations on viral load. To delineate the role of this mutation in RT inhibitor resistance, N348I was introduced into HIV-1 molecular clones containing different genetic backbones. N348I decreased zidovudine susceptibility 2- to 4-fold in the context of wildtype HIV-1 or when combined with TAMs. N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N. Biochemical analyses of recombinant RT containing N348I provide supporting evidence for the role of this mutation in zidovudine and NNRTI resistance and give some insight into the molecular mechanism of resistance. Conclusions",N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance,['N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.'],Supported,[15319019],"{'15319019': [{'sentences': [13], 'label': 'SUPPORT'}]}",Refuted,"N348I mutations do not cause resistance to nevirapine, as indicated by the simulation output stating a nevirapine susceptibility of 7.4.",False
825,N348I mutations reduce resistance to nevirapine.,biology,"Background The catalytically active 66-kDa subunit of the human immunodeficiency virus type 1 (HIV-1) reverse transcriptase (RT) consists of DNA polymerase, connection, and ribonuclease H (RNase H) domains. Almost all known RT inhibitor resistance mutations identified to date map to the polymerase domain of the enzyme. However, the connection and RNase H domains are not routinely analysed in clinical samples and none of the genotyping assays available for patient management sequence the entire RT coding region. The British Columbia Centre for Excellence in HIV/AIDS (the Centre) genotypes clinical isolates up to codon 400 in RT, and our retrospective statistical analyses of the Centre’s database have identified an N348I mutation in the RT connection domain in treatment-experienced individuals. The objective of this multidisciplinary study was to establish the in vivo relevance of this mutation and its role in drug resistance. Methods and Findings The prevalence of N348I in clinical isolates, the time taken for it to emerge under selective drug pressure, and its association with changes in viral load, specific drug treatment, and known drug resistance mutations was analysed from genotypes, viral loads, and treatment histories from the Centre’s database. N348I increased in prevalence from below 1% in 368 treatmentnao ¨ve individuals to 12.1% in 1,009 treatment-experienced patients (p ¼ 7.7 3 10 � 12 ). N348I appeared early in therapy and was highly associated with thymidine analogue mutations (TAMs) M41L and T215Y/F (p , 0.001), the lamivudine resistance mutations M184V/I (p , 0.001), and non-nucleoside RTI (NNRTI) resistance mutations K103N and Y181C/I (p , 0.001). The association with TAMs and NNRTI resistance mutations was consistent with the selection of N348I in patients treated with regimens that included both zidovudine and nevirapine (odds ratio 2.62, 95% confidence interval 1.43–4.81). The appearance of N348I was associated with a significant increase in viral load (p , 0.001), which was as large as the viral load increases observed for any of the TAMs. However, this analysis did not account for the simultaneous selection of other RT or protease inhibitor resistance mutations on viral load. To delineate the role of this mutation in RT inhibitor resistance, N348I was introduced into HIV-1 molecular clones containing different genetic backbones. N348I decreased zidovudine susceptibility 2- to 4-fold in the context of wildtype HIV-1 or when combined with TAMs. N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N. Biochemical analyses of recombinant RT containing N348I provide supporting evidence for the role of this mutation in zidovudine and NNRTI resistance and give some insight into the molecular mechanism of resistance. Conclusions",N348I in the Connection Domain of HIV-1 Reverse Transcriptase Confers Zidovudine and Nevirapine Resistance,['N348I also decreased susceptibility to nevirapine (7.4fold) and efavirenz (2.5-fold) and significantly potentiated resistance to these drugs when combined with K103N.'],Refuted,[15319019],"{'15319019': [{'sentences': [13], 'label': 'CONTRADICT'}]}",Supported,The simulation output explicitly states that N348I mutations reduce resistance to nevirapine.,False
